Volksbegehren;Gebiet;"Stimm- berechtigte";"ungültige Eintragungen";"gültige Eintragungen";"Unter- stützungs- erklärungen";"Stimm- beteiligung in%(brutto)";"gültige Eintragungen +UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Gentechnik-Volksbegehren;OBERWART;41660;6;8263;;;;Burgenland;0.198487758;0.198487758
Gentechnik-Volksbegehren;KLAGENFURT STADT;67994;0;12014;;;;Kärnten;0.176692061;0.176692061
Gentechnik-Volksbegehren;VILLACH STADT;41979;0;7600;;;;Kärnten;0.181042902;0.181042902
Gentechnik-Volksbegehren;HERMAGOR;15139;0;3137;;;;Kärnten;0.207213158;0.207213158
Gentechnik-Volksbegehren;KLAGENFURT LAND;42031;7;8744;;;;Kärnten;0.208203469;0.208203469
Gentechnik-Volksbegehren;SANKT VEIT AN DER GLAN;44484;11;10149;;;;Kärnten;0.228396727;0.228396727
Gentechnik-Volksbegehren;SPITTAL AN DER DRAU;60358;6;13433;;;;Kärnten;0.222654826;0.222654826
Gentechnik-Volksbegehren;VILLACH LAND;48228;11;10417;;;;Kärnten;0.216222941;0.216222941
Gentechnik-Volksbegehren;VÖLKERMARKT;33019;14;6805;;;;Kärnten;0.20651746;0.20651746
Gentechnik-Volksbegehren;WOLFSBERG;42821;2;7336;;;;Kärnten;0.171364517;0.171364517
Gentechnik-Volksbegehren;FELDKIRCHEN;21996;10;4877;;;;Kärnten;0.222176759;0.222176759
Gentechnik-Volksbegehren;KREMS AN DER DONAU STADT;17923;0;3558;;;;Niederösterreich;0.198515873;0.198515873
Gentechnik-Volksbegehren;SANKT PÖLTEN STADT;36714;0;6800;;;;Niederösterreich;0.185215449;0.185215449
Gentechnik-Volksbegehren;WAIDHOFEN AN DER YBBS;8649;0;1913;;;;Niederösterreich;0.221181639;0.221181639
Gentechnik-Volksbegehren;WR.NEUSTADT STADT;27559;0;5752;;;;Niederösterreich;0.208715846;0.208715846
Gentechnik-Volksbegehren;AMSTETTEN;79231;3;18697;;;;Niederösterreich;0.23601873;0.23601873
Gentechnik-Volksbegehren;BADEN;86162;16;20435;;;;Niederösterreich;0.237355215;0.237355215
Gentechnik-Volksbegehren;BRUCK AN DER LEITHA;29528;12;6745;;;;Niederösterreich;0.228833649;0.228833649
Gentechnik-Volksbegehren;GÄNSERNDORF;63390;17;15572;;;;Niederösterreich;0.24592207;0.24592207
Gentechnik-Volksbegehren;GMÜND;31864;5;6657;;;;Niederösterreich;0.209076073;0.209076073
Gentechnik-Volksbegehren;HOLLABRUNN;38128;6;8049;;;;Niederösterreich;0.211262065;0.211262065
Gentechnik-Volksbegehren;HORN;25088;4;5279;;;;Niederösterreich;0.210578763;0.210578763
Gentechnik-Volksbegehren;KORNEUBURG;48647;3;11270;;;;Niederösterreich;0.231730631;0.231730631
Gentechnik-Volksbegehren;KREMS AN DER DONAU LAND;41051;15;9216;;;;Niederösterreich;0.224866629;0.224866629
Gentechnik-Volksbegehren;LILIENFELD;20463;6;6043;;;;Niederösterreich;0.295606705;0.295606705
Gentechnik-Volksbegehren;MELK;55503;25;13497;;;;Niederösterreich;0.243626471;0.243626471
Gentechnik-Volksbegehren;MISTELBACH;55380;8;11725;;;;Niederösterreich;0.211863489;0.211863489
Gentechnik-Volksbegehren;MÖDLING;75974;3;18440;;;;Niederösterreich;0.2427541;0.2427541
Gentechnik-Volksbegehren;NEUNKIRCHEN;64285;9;16559;;;;Niederösterreich;0.257727308;0.257727308
Gentechnik-Volksbegehren;SANKT PÖLTEN LAND;66415;43;17108;;;;Niederösterreich;0.258239855;0.258239855
Gentechnik-Volksbegehren;SCHEIBBS;30162;14;7019;;;;Niederösterreich;0.233174193;0.233174193
Gentechnik-Volksbegehren;TULLN;45337;262;10015;;;;Niederösterreich;0.226680195;0.226680195
Gentechnik-Volksbegehren;WAIDHOFEN AN DER THAYA;22120;0;4388;;;;Niederösterreich;0.198372514;0.198372514
Gentechnik-Volksbegehren;WR.NEUSTADT LAND;50992;14;12745;;;;Niederösterreich;0.25021572;0.25021572
Gentechnik-Volksbegehren;WIEN UMGEBUNG;72057;8;17215;;;;Niederösterreich;0.23901911;0.23901911
Gentechnik-Volksbegehren;ZWETTL;35002;12;7046;;;;Niederösterreich;0.20164562;0.20164562
Gentechnik-Volksbegehren;LINZ STADT;137214;1;27112;;;;Oberösterreich;0.197596455;0.197596455
Gentechnik-Volksbegehren;STEYR STADT;29027;0;6543;;;;Oberösterreich;0.225410824;0.225410824
Gentechnik-Volksbegehren;WELS STADT;38610;0;6682;;;;Oberösterreich;0.173063973;0.173063973
Gentechnik-Volksbegehren;BRAUNAU AM INN;67024;13;13909;;;;Oberösterreich;0.207716639;0.207716639
Gentechnik-Volksbegehren;EFERDING;21820;4;4864;;;;Oberösterreich;0.223098075;0.223098075
Gentechnik-Volksbegehren;FREISTADT;45262;8;11585;;;;Oberösterreich;0.256130971;0.256130971
Gentechnik-Volksbegehren;GMUNDEN;71167;8;17053;;;;Oberösterreich;0.239731898;0.239731898
Gentechnik-Volksbegehren;GRIESKIRCHEN;44030;7;10806;;;;Oberösterreich;0.245582557;0.245582557
Gentechnik-Volksbegehren;KIRCHDORF AN DER KREMS;38540;2;9041;;;;Oberösterreich;0.234639336;0.234639336
Gentechnik-Volksbegehren;LINZ LAND;89831;6;19449;;;;Oberösterreich;0.216573343;0.216573343
Gentechnik-Volksbegehren;PERG;44271;0;11700;;;;Oberösterreich;0.264281358;0.264281358
Gentechnik-Volksbegehren;RIED IM INNKREIS;41331;4;9339;;;;Oberösterreich;0.226053084;0.226053084
Gentechnik-Volksbegehren;ROHRBACH;41012;10;9376;;;;Oberösterreich;0.228859846;0.228859846
Gentechnik-Volksbegehren;SCHÄRDING;40605;6;8336;;;;Oberösterreich;0.205442679;0.205442679
Gentechnik-Volksbegehren;STEYR LAND;41379;4;10789;;;;Oberösterreich;0.26083279;0.26083279
Gentechnik-Volksbegehren;URFAHR UMGEBUNG;54393;7;15058;;;;Oberösterreich;0.276965786;0.276965786
Gentechnik-Volksbegehren;VÖCKLABRUCK;88633;10;21352;;;;Oberösterreich;0.241016326;0.241016326
Gentechnik-Volksbegehren;WELS LAND;43556;5;10143;;;;Oberösterreich;0.232987418;0.232987418
Gentechnik-Volksbegehren;SALZBURG STADT;98213;2;22246;;;;Salzburg;0.226528056;0.226528056
Gentechnik-Volksbegehren;HALLEIN;36148;2;9990;;;;Salzburg;0.276419166;0.276419166
Gentechnik-Volksbegehren;SALZBURG UMGEBUNG;89854;23;23584;;;;Salzburg;0.2627262;0.2627262
Gentechnik-Volksbegehren;SANKT JOHANN IM PONGAU;51796;17;13137;;;;Salzburg;0.253957835;0.253957835
Gentechnik-Volksbegehren;TAMSWEG;15432;0;3735;;;;Salzburg;0.242029549;0.242029549
Gentechnik-Volksbegehren;ZELL AM SEE;56806;11;13384;;;;Salzburg;0.235802556;0.235802556
Gentechnik-Volksbegehren;GRAZ STADT;177011;0;39875;;;;Steiermark;0.225268486;0.225268486
Gentechnik-Volksbegehren;BRUCK AN DER MUR;51435;12;11616;;;;Steiermark;0.226071741;0.226071741
Gentechnik-Volksbegehren;DEUTSCHLANDSBERG;46875;12;8746;;;;Steiermark;0.186837333;0.186837333
Gentechnik-Volksbegehren;FELDBACH;50384;1;7597;;;;Steiermark;0.150801842;0.150801842
Gentechnik-Volksbegehren;FÜRSTENFELD;17366;5;3506;;;;Steiermark;0.202176667;0.202176667
Gentechnik-Volksbegehren;GRAZ UMGEBUNG;94961;19;18276;;;;Steiermark;0.192658039;0.192658039
Gentechnik-Volksbegehren;HARTBERG;50122;18;10239;;;;Steiermark;0.204640677;0.204640677
Gentechnik-Volksbegehren;JUDENBURG;37273;10;9248;;;;Steiermark;0.248383548;0.248383548
Gentechnik-Volksbegehren;KNITTELFELD;22749;5;5067;;;;Steiermark;0.222954855;0.222954855
Gentechnik-Volksbegehren;LEIBNITZ;55288;11;8862;;;;Steiermark;0.160486905;0.160486905
Gentechnik-Volksbegehren;LEOBEN;55769;6;11706;;;;Steiermark;0.210009145;0.210009145
Gentechnik-Volksbegehren;LIEZEN;60881;20;14324;;;;Steiermark;0.235607168;0.235607168
Gentechnik-Volksbegehren;MÜRZZUSCHLAG;34525;4;9373;;;;Steiermark;0.27160029;0.27160029
Gentechnik-Volksbegehren;MURAU;23902;24;6002;;;;Steiermark;0.252112794;0.252112794
Gentechnik-Volksbegehren;RADKERSBURG;18626;4;2738;;;;Steiermark;0.147213572;0.147213572
Gentechnik-Volksbegehren;VOITSBERG;42529;6;8088;;;;Steiermark;0.190317195;0.190317195
Gentechnik-Volksbegehren;WEIZ;63506;12;13705;;;;Steiermark;0.215995339;0.215995339
Gentechnik-Volksbegehren;INNSBRUCK STADT;79957;0;10477;;;;Tirol;0.13103293;0.13103293
Gentechnik-Volksbegehren;IMST;34678;2;3551;;;;Tirol;0.102456889;0.102456889
Gentechnik-Volksbegehren;INNSBRUCK LAND;104130;17;14656;;;;Tirol;0.1409104;0.1409104
Gentechnik-Volksbegehren;KITZBÜHEL;40792;6;5718;;;;Tirol;0.140321632;0.140321632
Gentechnik-Volksbegehren;KUFSTEIN;61754;15;7254;;;;Tirol;0.117708974;0.117708974
Gentechnik-Volksbegehren;LANDECK;28988;3;3044;;;;Tirol;0.10511246;0.10511246
Gentechnik-Volksbegehren;LIENZ;37047;2;5573;;;;Tirol;0.15048452;0.15048452
Gentechnik-Volksbegehren;REUTTE;20605;11;3048;;;;Tirol;0.148459112;0.148459112
Gentechnik-Volksbegehren;SCHWAZ;50038;9;6057;;;;Tirol;0.121227867;0.121227867
Gentechnik-Volksbegehren;BLUDENZ;40127;6;6697;;;;Vorarlberg;0.167044633;0.167044633
Gentechnik-Volksbegehren;BREGENZ;76501;444;10330;;;;Vorarlberg;0.14083476;0.14083476
Gentechnik-Volksbegehren;DORNBIRN;47722;0;6480;;;;Vorarlberg;0.13578643;0.13578643
Gentechnik-Volksbegehren;FELDKIRCH;59209;103;9304;;;;Vorarlberg;0.158877873;0.158877873
Gentechnik-Volksbegehren;INNERE STADT;14047;0;2638;;;;Wien;0.187798106;0.187798106
Gentechnik-Volksbegehren;LEOPOLDSTADT;57691;0;12267;;;;Wien;0.21263282;0.21263282
Gentechnik-Volksbegehren;LANDSTRASSE;57722;5;12361;;;;Wien;0.214233741;0.214233741
Gentechnik-Volksbegehren;WIEDEN;21207;2;4744;;;;Wien;0.22379403;0.22379403
Gentechnik-Volksbegehren;MARGARETEN;33010;2;7097;;;;Wien;0.215056044;0.215056044
Gentechnik-Volksbegehren;MARIAHILF;20287;0;4504;;;;Wien;0.222014098;0.222014098
Gentechnik-Volksbegehren;NEUBAU;20109;0;4772;;;;Wien;0.237306679;0.237306679
Gentechnik-Volksbegehren;JOSEFSTADT;16534;0;3868;;;;Wien;0.23394218;0.23394218
Gentechnik-Volksbegehren;ALSERGRUND;28534;0;6416;;;;Wien;0.224854559;0.224854559
Gentechnik-Volksbegehren;FAVORITEN;108904;0;22495;;;;Wien;0.206558069;0.206558069
Gentechnik-Volksbegehren;SIMMERING;51190;0;10774;;;;Wien;0.210470795;0.210470795
Gentechnik-Volksbegehren;MEIDLING;56969;0;12402;;;;Wien;0.217697344;0.217697344
Gentechnik-Volksbegehren;HIETZING;42153;0;9185;;;;Wien;0.21789671;0.21789671
Gentechnik-Volksbegehren;PENZING;59851;0;13297;;;;Wien;0.222168385;0.222168385
Gentechnik-Volksbegehren;RUDOLFSHEIM-FÜNFHAUS;41251;0;8761;;;;Wien;0.21238273;0.21238273
Gentechnik-Volksbegehren;OTTAKRING;56991;3;12763;;;;Wien;0.224000281;0.224000281
Gentechnik-Volksbegehren;HERNALS;32321;1;7432;;;;Wien;0.22997432;0.22997432
Gentechnik-Volksbegehren;WÄHRING;33259;0;8232;;;;Wien;0.247511952;0.247511952
Gentechnik-Volksbegehren;DÖBLING;50340;0;11448;;;;Wien;0.227413588;0.227413588
Gentechnik-Volksbegehren;BRIGITTENAU;48364;27;10588;;;;Wien;0.219481432;0.219481432
Gentechnik-Volksbegehren;FLORIDSDORF;96090;2;21796;;;;Wien;0.226849828;0.226849828
Gentechnik-Volksbegehren;DONAUSTADT;93507;3;21653;;;;Wien;0.231597634;0.231597634
Gentechnik-Volksbegehren;LIESING;62552;0;13820;;;;Wien;0.220936181;0.220936181
Frauen-Volksbegehren;FREISTADT EISENSTADT;8596;0;974;;;;Burgenland;0.113308516;0.113308516
Frauen-Volksbegehren;FREISTADT RUST;1377;0;109;;;;Burgenland;0.079157589;0.079157589
Frauen-Volksbegehren;EISENSTADT UMGEBUNG;28780;4;3604;;;;Burgenland;0.125364837;0.125364837
Frauen-Volksbegehren;GÜSSING;21691;5;2057;;;;Burgenland;0.095062468;0.095062468
Frauen-Volksbegehren;JENNERSDORF;14024;3;1239;;;;Burgenland;0.088562464;0.088562464
Frauen-Volksbegehren;MATTERSBURG;27574;2;3687;;;;Burgenland;0.13378545;0.13378545
Frauen-Volksbegehren;NEUSIEDL AM SEE;39441;4;4444;;;;Burgenland;0.112776045;0.112776045
Frauen-Volksbegehren;OBERPULLENDORF;30536;0;3933;;;;Burgenland;0.128798795;0.128798795
Frauen-Volksbegehren;OBERWART;41660;2;4452;;;;Burgenland;0.106913106;0.106913106
Frauen-Volksbegehren;KLAGENFURT STADT;67994;0;6647;;;;Kärnten;0.097758626;0.097758626
Frauen-Volksbegehren;VILLACH STADT;41979;0;3671;;;;Kärnten;0.087448486;0.087448486
Frauen-Volksbegehren;HERMAGOR;15139;0;1314;;;;Kärnten;0.086795693;0.086795693
Frauen-Volksbegehren;KLAGENFURT LAND;42031;5;4344;;;;Kärnten;0.103471247;0.103471247
Frauen-Volksbegehren;SANKT VEIT AN DER GLAN;44484;4;4540;;;;Kärnten;0.102149087;0.102149087
Frauen-Volksbegehren;SPITTAL AN DER DRAU;60358;5;5956;;;;Kärnten;0.098760728;0.098760728
Frauen-Volksbegehren;VILLACH LAND;48228;9;4581;;;;Kärnten;0.095172929;0.095172929
Frauen-Volksbegehren;VÖLKERMARKT;33019;7;3330;;;;Kärnten;0.101063024;0.101063024
Frauen-Volksbegehren;WOLFSBERG;42821;0;3226;;;;Kärnten;0.075336867;0.075336867
Frauen-Volksbegehren;FELDKIRCHEN;21996;5;1995;;;;Kärnten;0.090925623;0.090925623
Frauen-Volksbegehren;KREMS AN DER DONAU STADT;17923;0;1666;;;;Niederösterreich;0.092953189;0.092953189
Frauen-Volksbegehren;SANKT PÖLTEN STADT;36714;0;3734;;;;Niederösterreich;0.101705072;0.101705072
Frauen-Volksbegehren;WAIDHOFEN AN DER YBBS;8649;0;775;;;;Niederösterreich;0.089605735;0.089605735
Frauen-Volksbegehren;WR.NEUSTADT STADT;27559;0;3257;;;;Niederösterreich;0.118182808;0.118182808
Frauen-Volksbegehren;AMSTETTEN;79231;0;7742;;;;Niederösterreich;0.097714279;0.097714279
Frauen-Volksbegehren;BADEN;86162;4;10435;;;;Niederösterreich;0.121155498;0.121155498
Frauen-Volksbegehren;BRUCK AN DER LEITHA;29528;7;3437;;;;Niederösterreich;0.116635058;0.116635058
Frauen-Volksbegehren;GÄNSERNDORF;63390;7;8255;;;;Niederösterreich;0.130336015;0.130336015
Frauen-Volksbegehren;GMÜND;31864;1;3103;;;;Niederösterreich;0.09741401;0.09741401
Frauen-Volksbegehren;HOLLABRUNN;38128;1;3894;;;;Niederösterreich;0.102155896;0.102155896
Frauen-Volksbegehren;HORN;25088;2;2378;;;;Niederösterreich;0.094866071;0.094866071
Frauen-Volksbegehren;KORNEUBURG;48647;2;5944;;;;Niederösterreich;0.122227475;0.122227475
Frauen-Volksbegehren;KREMS AN DER DONAU LAND;41051;4;3737;;;;Niederösterreich;0.091130545;0.091130545
Frauen-Volksbegehren;LILIENFELD;20463;6;2812;;;;Niederösterreich;0.137711968;0.137711968
Frauen-Volksbegehren;MELK;55503;13;5074;;;;Niederösterreich;0.091652703;0.091652703
Frauen-Volksbegehren;MISTELBACH;55380;4;5580;;;;Niederösterreich;0.100830625;0.100830625
Frauen-Volksbegehren;MÖDLING;75974;0;10222;;;;Niederösterreich;0.134546029;0.134546029
Frauen-Volksbegehren;NEUNKIRCHEN;64285;6;7405;;;;Niederösterreich;0.115283503;0.115283503
Frauen-Volksbegehren;SANKT PÖLTEN LAND;66415;17;7965;;;;Niederösterreich;0.120183693;0.120183693
Frauen-Volksbegehren;SCHEIBBS;30162;5;2379;;;;Niederösterreich;0.079039851;0.079039851
Frauen-Volksbegehren;TULLN;45337;116;4610;;;;Niederösterreich;0.104241569;0.104241569
Frauen-Volksbegehren;WAIDHOFEN AN DER THAYA;22120;0;2031;;;;Niederösterreich;0.09181736;0.09181736
Frauen-Volksbegehren;WR.NEUSTADT LAND;50992;5;6274;;;;Niederösterreich;0.123136963;0.123136963
Frauen-Volksbegehren;WIEN UMGEBUNG;72057;5;9546;;;;Niederösterreich;0.132547844;0.132547844
Frauen-Volksbegehren;ZWETTL;35002;5;2835;;;;Niederösterreich;0.081138221;0.081138221
Frauen-Volksbegehren;LINZ STADT;137214;0;15821;;;;Oberösterreich;0.115301646;0.115301646
Frauen-Volksbegehren;STEYR STADT;29027;0;3745;;;;Oberösterreich;0.129017811;0.129017811
Frauen-Volksbegehren;WELS STADT;38610;0;3893;;;;Oberösterreich;0.100828801;0.100828801
Frauen-Volksbegehren;BRAUNAU AM INN;67024;4;6263;;;;Oberösterreich;0.09350382;0.09350382
Frauen-Volksbegehren;EFERDING;21820;2;2127;;;;Oberösterreich;0.097571036;0.097571036
Frauen-Volksbegehren;FREISTADT;45262;6;4379;;;;Oberösterreich;0.096880385;0.096880385
Frauen-Volksbegehren;GMUNDEN;71167;5;7425;;;;Oberösterreich;0.104402321;0.104402321
Frauen-Volksbegehren;GRIESKIRCHEN;44030;6;4303;;;;Oberösterreich;0.097865092;0.097865092
Frauen-Volksbegehren;KIRCHDORF AN DER KREMS;38540;0;3827;;;;Oberösterreich;0.099299429;0.099299429
Frauen-Volksbegehren;LINZ LAND;89831;4;10289;;;;Oberösterreich;0.114581826;0.114581826
Frauen-Volksbegehren;PERG;44271;2;5439;;;;Oberösterreich;0.122902126;0.122902126
Frauen-Volksbegehren;RIED IM INNKREIS;41331;3;3950;;;;Oberösterreich;0.095642496;0.095642496
Frauen-Volksbegehren;ROHRBACH;41012;1;3200;;;;Oberösterreich;0.078050327;0.078050327
Frauen-Volksbegehren;SCHÄRDING;40605;2;3352;;;;Oberösterreich;0.082600665;0.082600665
Frauen-Volksbegehren;STEYR LAND;41379;2;4380;;;;Oberösterreich;0.105899128;0.105899128
Frauen-Volksbegehren;URFAHR UMGEBUNG;54393;1;6202;;;;Oberösterreich;0.11404041;0.11404041
Frauen-Volksbegehren;VÖCKLABRUCK;88633;4;9481;;;;Oberösterreich;0.107014317;0.107014317
Frauen-Volksbegehren;WELS LAND;43556;4;4604;;;;Oberösterreich;0.105794839;0.105794839
Frauen-Volksbegehren;SALZBURG STADT;98213;2;14190;;;;Salzburg;0.144502255;0.144502255
Frauen-Volksbegehren;HALLEIN;36148;1;4653;;;;Salzburg;0.128748478;0.128748478
Frauen-Volksbegehren;SALZBURG UMGEBUNG;89854;11;11427;;;;Salzburg;0.12729539;0.12729539
Frauen-Volksbegehren;SANKT JOHANN IM PONGAU;51796;5;5528;;;;Salzburg;0.106822921;0.106822921
Frauen-Volksbegehren;TAMSWEG;15432;0;1304;;;;Salzburg;0.084499741;0.084499741
Frauen-Volksbegehren;ZELL AM SEE;56806;3;6068;;;;Salzburg;0.106872513;0.106872513
Frauen-Volksbegehren;GRAZ STADT;177011;0;26073;;;;Steiermark;0.147295931;0.147295931
Frauen-Volksbegehren;BRUCK AN DER MUR;51435;3;6369;;;;Steiermark;0.123884514;0.123884514
Frauen-Volksbegehren;DEUTSCHLANDSBERG;46875;8;4423;;;;Steiermark;0.094528;0.094528
Frauen-Volksbegehren;FELDBACH;50384;0;3397;;;;Steiermark;0.067422198;0.067422198
Frauen-Volksbegehren;FÜRSTENFELD;17366;4;1711;;;;Steiermark;0.09875619;0.09875619
Frauen-Volksbegehren;GRAZ UMGEBUNG;94961;6;9543;;;;Steiermark;0.100557071;0.100557071
Frauen-Volksbegehren;HARTBERG;50122;7;4876;;;;Steiermark;0.09742229;0.09742229
Frauen-Volksbegehren;JUDENBURG;37273;8;4543;;;;Steiermark;0.122099107;0.122099107
Frauen-Volksbegehren;KNITTELFELD;22749;1;2346;;;;Steiermark;0.10316937;0.10316937
Frauen-Volksbegehren;LEIBNITZ;55288;5;4289;;;;Steiermark;0.07766604;0.07766604
Frauen-Volksbegehren;LEOBEN;55769;2;5897;;;;Steiermark;0.10577561;0.10577561
Frauen-Volksbegehren;LIEZEN;60881;10;6508;;;;Steiermark;0.107061316;0.107061316
Frauen-Volksbegehren;MÜRZZUSCHLAG;34525;2;4803;;;;Steiermark;0.139174511;0.139174511
Frauen-Volksbegehren;MURAU;23902;12;2535;;;;Steiermark;0.10656012;0.10656012
Frauen-Volksbegehren;RADKERSBURG;18626;3;1408;;;;Steiermark;0.075754322;0.075754322
Frauen-Volksbegehren;VOITSBERG;42529;3;4132;;;;Steiermark;0.097227774;0.097227774
Frauen-Volksbegehren;WEIZ;63506;8;6843;;;;Steiermark;0.10787957;0.10787957
Frauen-Volksbegehren;INNSBRUCK STADT;79957;0;7238;;;;Tirol;0.090523656;0.090523656
Frauen-Volksbegehren;IMST;34678;1;1827;;;;Tirol;0.052713536;0.052713536
Frauen-Volksbegehren;INNSBRUCK LAND;104130;7;7951;;;;Tirol;0.076423701;0.076423701
Frauen-Volksbegehren;KITZBÜHEL;40792;1;2791;;;;Tirol;0.068444793;0.068444793
Frauen-Volksbegehren;KUFSTEIN;61754;10;3687;;;;Tirol;0.059866567;0.059866567
Frauen-Volksbegehren;LANDECK;28988;2;1505;;;;Tirol;0.051987029;0.051987029
Frauen-Volksbegehren;LIENZ;37047;1;2629;;;;Tirol;0.070990903;0.070990903
Frauen-Volksbegehren;REUTTE;20605;1;1454;;;;Tirol;0.070613929;0.070613929
Frauen-Volksbegehren;SCHWAZ;50038;4;2994;;;;Tirol;0.059914465;0.059914465
Frauen-Volksbegehren;BLUDENZ;40127;0;2940;;;;Vorarlberg;0.073267376;0.073267376
Frauen-Volksbegehren;BREGENZ;76501;123;4489;;;;Vorarlberg;0.060286794;0.060286794
Frauen-Volksbegehren;DORNBIRN;47722;0;3042;;;;Vorarlberg;0.063744185;0.063744185
Frauen-Volksbegehren;FELDKIRCH;59209;46;4264;;;;Vorarlberg;0.072792988;0.072792988
Frauen-Volksbegehren;INNERE STADT;14047;0;1855;;;;Wien;0.132056667;0.132056667
Frauen-Volksbegehren;LEOPOLDSTADT;57691;0;8418;;;;Wien;0.145915307;0.145915307
Frauen-Volksbegehren;LANDSTRASSE;57722;3;8626;;;;Wien;0.149492395;0.149492395
Frauen-Volksbegehren;WIEDEN;21207;2;3472;;;;Wien;0.163813835;0.163813835
Frauen-Volksbegehren;MARGARETEN;33010;2;4857;;;;Wien;0.147197819;0.147197819
Frauen-Volksbegehren;MARIAHILF;20287;0;3319;;;;Wien;0.163602307;0.163602307
Frauen-Volksbegehren;NEUBAU;20109;0;3634;;;;Wien;0.180715103;0.180715103
Frauen-Volksbegehren;JOSEFSTADT;16534;0;2970;;;;Wien;0.179629854;0.179629854
Frauen-Volksbegehren;ALSERGRUND;28534;0;4801;;;;Wien;0.168255415;0.168255415
Frauen-Volksbegehren;FAVORITEN;108904;2;14739;;;;Wien;0.135357746;0.135357746
Frauen-Volksbegehren;SIMMERING;51190;0;7082;;;;Wien;0.138347333;0.138347333
Frauen-Volksbegehren;MEIDLING;56969;0;8077;;;;Wien;0.141778862;0.141778862
Frauen-Volksbegehren;HIETZING;42153;0;5826;;;;Wien;0.138210804;0.138210804
Frauen-Volksbegehren;PENZING;59851;0;8494;;;;Wien;0.141919099;0.141919099
Frauen-Volksbegehren;RUDOLFSHEIM-FÜNFHAUS;41251;0;5805;;;;Wien;0.140723861;0.140723861
Frauen-Volksbegehren;OTTAKRING;56991;1;8533;;;;Wien;0.149742942;0.149742942
Frauen-Volksbegehren;HERNALS;32321;1;4898;;;;Wien;0.151573281;0.151573281
Frauen-Volksbegehren;WÄHRING;33259;0;5629;;;;Wien;0.169247422;0.169247422
Frauen-Volksbegehren;DÖBLING;50340;0;7461;;;;Wien;0.148212157;0.148212157
Frauen-Volksbegehren;BRIGITTENAU;48364;26;6988;;;;Wien;0.145025225;0.145025225
Frauen-Volksbegehren;FLORIDSDORF;96090;4;14335;;;;Wien;0.149224685;0.149224685
Frauen-Volksbegehren;DONAUSTADT;93507;1;14368;;;;Wien;0.15366764;0.15366764
Frauen-Volksbegehren;LIESING;62552;0;8928;;;;Wien;0.142729249;0.142729249
EU-AUSTRITTS-VOLKSBEGEHREN;EISENSTADT STADT;10479;1;297;15;2.98;312;Burgenland;0.028437828;0.029869262
EU-AUSTRITTS-VOLKSBEGEHREN;FREISTADT RUST;1546;0;38;3;2.65;41;Burgenland;0.02457956;0.026520052
EU-AUSTRITTS-VOLKSBEGEHREN;EISENSTADT UMGEBUNG;33454;2;1330;7;4;1337;Burgenland;0.039815867;0.040025109
EU-AUSTRITTS-VOLKSBEGEHREN;GÜSSING;21455;2;856;10;4.04;866;Burgenland;0.039990678;0.04045677
EU-AUSTRITTS-VOLKSBEGEHREN;JENNERSDORF;14442;3;1046;8;7.3;1054;Burgenland;0.072635369;0.073189309
EU-AUSTRITTS-VOLKSBEGEHREN;MATTERSBURG;31112;1;1053;9;3.73;1162;Burgenland;0.033877603;0.034166881
EU-AUSTRITTS-VOLKSBEGEHREN;NEUSIEDL AM SEE;44626;9;2375;17;5.36;2392;Burgenland;0.053421772;0.053802716
EU-AUSTRITTS-VOLKSBEGEHREN;OBERPULLENDORF;30926;5;1291;5;4.19;1296;Burgenland;0.041906486;0.042068163
EU-AUSTRITTS-VOLKSBEGEHREN;OBERWART;43223;2;1697;30;4;1727;Burgenland;0.039307776;0.040001851
EU-AUSTRITTS-VOLKSBEGEHREN;KLAGENFURT STADT;73304;3;2710;196;3.96;2906;Kärnten;0.037010259;0.039684055
EU-AUSTRITTS-VOLKSBEGEHREN;VILLACH STADT;44450;20;2245;101;5.28;2346;Kärnten;0.05095613;0.053228346
