Volksbegehren;Gebiet;"Stimm- berechtigte";"ungültige Eintragungen";"gültige Eintragungen";"Unter- stützungs- erklärungen";"Stimm- beteiligung in%(brutto)";"gültige Eintragungen +UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Atomfreies Österreich;KLAGENFURT STADT;67509;0;2588;;3.83%;2588;Kärnten;0.038335629;0.038335629
Atomfreies Österreich;VILLACH STADT;41727;0;1200;;2.88%;1200;Kärnten;0.028758358;0.028758358
Atomfreies Österreich;FELDKIRCHEN;21777;2;1200;;5.51%;1202;Kärnten;0.055195849;0.055195849
Atomfreies Österreich;HERMAGOR;14933;2;698;;4.67%;700;Kärnten;0.046876046;0.046876046
Atomfreies Österreich;KLAGENFURT LAND;41677;1;1755;;4.21%;1756;Kärnten;0.042133551;0.042133551
Atomfreies Österreich;SANKT VEIT AN DER GLAN;44056;1;2267;;5.15%;2268;Kärnten;0.051479935;0.051479935
Atomfreies Österreich;SPITTAL AN DER DRAU;59802;3;2905;;4.86%;2908;Kärnten;0.048627136;0.048627136
Atomfreies Österreich;VILLACH LAND;47759;4;2031;;4.25%;2035;Kärnten;0.04260977;0.04260977
Atomfreies Österreich;VÖLKERMARKT;32715;0;1170;;3.58%;1170;Kärnten;0.035763411;0.035763411
Atomfreies Österreich;WOLFSBERG;42351;1;1512;;3.57%;1513;Kärnten;0.035725249;0.035725249
Atomfreies Österreich;KREMS AN DER DONAU STADT;17857;0;848;;4.75%;848;Niederösterreich;0.04748838;0.04748838
Atomfreies Österreich;SANKT PÖLTEN STADT;36438;0;1259;;3.46%;1259;Niederösterreich;0.034551841;0.034551841
Atomfreies Österreich;WAIDHOFEN AN DER YBBS;8576;0;303;;3.53%;303;Niederösterreich;0.035331157;0.035331157
Atomfreies Österreich;WR. NEUSTADT STADT;27295;0;1090;;3.99%;1090;Niederösterreich;0.039934054;0.039934054
Atomfreies Österreich;AMSTETTEN;78449;4;3201;;4.08%;3205;Niederösterreich;0.040854568;0.040854568
Atomfreies Österreich;BADEN;85979;3;3372;;3.92%;3375;Niederösterreich;0.039253771;0.039253771
Atomfreies Österreich;BRUCK AN DER LEITHA;29405;0;1050;;3.57%;1050;Niederösterreich;0.035708213;0.035708213
Atomfreies Österreich;GÄNSERNDORF;63203;6;2506;;3.97%;2512;Niederösterreich;0.039744949;0.039744949
Atomfreies Österreich;GMÜND;31510;1;1363;;4.33%;1364;Niederösterreich;0.043287845;0.043287845
Atomfreies Österreich;HOLLABRUNN;37960;4;1445;;3.81%;1449;Niederösterreich;0.03817176;0.03817176
Atomfreies Österreich;HORN;24725;4;979;;3.96%;983;Niederösterreich;0.039757331;0.039757331
Atomfreies Österreich;KORNEUBURG;48663;0;1819;;3.74%;1819;Niederösterreich;0.037379529;0.037379529
Atomfreies Österreich;KREMS AN DER DONAU LAND;40581;0;1709;;4.21%;1709;Niederösterreich;0.042113304;0.042113304
Atomfreies Österreich;LILIENFELD;20208;2;988;;4.89%;990;Niederösterreich;0.048990499;0.048990499
Atomfreies Österreich;MELK;54967;5;2443;;4.44%;2448;Niederösterreich;0.044535812;0.044535812
Atomfreies Österreich;MISTELBACH;54942;0;1765;;3.21%;1765;Niederösterreich;0.032124786;0.032124786
Atomfreies Österreich;MÖDLING;75714;1;3480;;4.60%;3481;Niederösterreich;0.045975645;0.045975645
Atomfreies Österreich;NEUNKIRCHEN;63750;2;2223;;3.49%;2225;Niederösterreich;0.034901961;0.034901961
Atomfreies Österreich;SANKT PÖLTEN LAND;66269;14;3105;;4.69%;3119;Niederösterreich;0.047065747;0.047065747
Atomfreies Österreich;SCHEIBBS;29849;1;1019;;3.41%;1020;Niederösterreich;0.034171999;0.034171999
Atomfreies Österreich;TULLN;45265;21;1787;;3.95%;1808;Niederösterreich;0.03994256;0.03994256
Atomfreies Österreich;WAIDHOFEN AN DER THAYA;21906;0;990;;4.52%;990;Niederösterreich;0.045193098;0.045193098
Atomfreies Österreich;WR. NEUSTADT LAND;50737;5;1911;;3.77%;1916;Niederösterreich;0.037763368;0.037763368
Atomfreies Österreich;WIEN UMGEBUNG;72009;0;2816;;3.91%;2816;Niederösterreich;0.039106223;0.039106223
Atomfreies Österreich;ZWETTL;34549;83;1405;;4.07%;1488;Niederösterreich;0.043069264;0.043069264
Atomfreies Österreich;LINZ STADT;135551;3;5871;;4.33%;5874;Oberösterreich;0.043334243;0.043334243
Atomfreies Österreich;STEYR STADT;28615;0;1064;;3.72%;1064;Oberösterreich;0.037183295;0.037183295
Atomfreies Österreich;WELS STADT;38296;1;1551;;4.05%;1552;Oberösterreich;0.040526426;0.040526426
Atomfreies Österreich;BRAUNAU AM INN;66514;12;3609;;5.43%;3621;Oberösterreich;0.054439667;0.054439667
Atomfreies Österreich;EFERDING;21697;0;914;;4.21%;914;Oberösterreich;0.042125639;0.042125639
Atomfreies Österreich;FREISTADT;44876;4;2212;;4.93%;2216;Oberösterreich;0.049380515;0.049380515
Atomfreies Österreich;GMUNDEN;70579;1;3401;;4.82%;3402;Oberösterreich;0.048201306;0.048201306
Atomfreies Österreich;GRIESKIRCHEN;43684;2;2699;;6.18%;2701;Oberösterreich;0.061830418;0.061830418
Atomfreies Österreich;KIRCHDORF AN DER KREMS;38153;1;2101;;5.51%;2102;Oberösterreich;0.055093964;0.055093964
Atomfreies Österreich;LINZ LAND;89265;2;3190;;3.57%;3192;Oberösterreich;0.035758696;0.035758696
Atomfreies Österreich;PERG;44079;4;1891;;4.29%;1895;Oberösterreich;0.042990993;0.042990993
Atomfreies Österreich;RIED IM INNKREIS;40935;4;2864;;7.00%;2868;Oberösterreich;0.070062294;0.070062294
Atomfreies Österreich;ROHRBACH;40652;2;1612;;3.97%;1614;Oberösterreich;0.039702844;0.039702844
Atomfreies Österreich;SCHÄRDING;40200;4;2239;;5.57%;2243;Oberösterreich;0.05579602;0.05579602
Atomfreies Österreich;STEYR LAND;41125;2;1943;;4.72%;1945;Oberösterreich;0.047294833;0.047294833
Atomfreies Österreich;URFAHR UMGEBUNG;54131;0;2442;;4.51%;2442;Oberösterreich;0.045112782;0.045112782
Atomfreies Österreich;VÖCKLABRUCK;87935;7;4469;;5.08%;4476;Oberösterreich;0.050901234;0.050901234
Atomfreies Österreich;WELS LAND;43411;2;2303;;5.31%;2305;Oberösterreich;0.053097141;0.053097141
Atomfreies Österreich;SALZBURG STADT  ;97180;2;4870;;5.01%;4872;Salzburg;0.050133772;0.050133772
Atomfreies Österreich; HALLEIN;35862;0;1138;;3.17%;1138;Salzburg;0.031732753;0.031732753
Atomfreies Österreich;SALZBURG UMGEBUNG;89955;3;3181;;3.54%;3184;Salzburg;0.035395476;0.035395476
Atomfreies Österreich;SANKT JOHANN IM PONGAU;51350;1;1432;;2.79%;1433;Salzburg;0.027906524;0.027906524
Atomfreies Österreich;TAMSWEG;15300;0;571;;3.73%;571;Salzburg;0.037320261;0.037320261
Atomfreies Österreich;ZELL AM SEE;56508;3;1642;;2.91%;1645;Salzburg;0.029110922;0.029110922
Atomfreies Österreich;GRAZ STADT;175794;0;10995;;6.25%;10995;Steiermark;0.062544797;0.062544797
Atomfreies Österreich;BRUCK AN DER MUR;50861;0;1733;;3.41%;1733;Steiermark;0.034073258;0.034073258
Atomfreies Österreich;DEUTSCHLANDSBERG;46641;7;1560;;3.34%;1567;Steiermark;0.03359705;0.03359705
Atomfreies Österreich;FELDBACH;50049;3;1554;;3.10%;1557;Steiermark;0.031109513;0.031109513
Atomfreies Österreich;FÜRSTENFELD;17377;2;676;;3.89%;678;Steiermark;0.039017092;0.039017092
Atomfreies Österreich;GRAZ UMGEBUNG;94584;10;3351;;3.54%;3361;Steiermark;0.035534551;0.035534551
Atomfreies Österreich;HARTBERG;49688;4;1520;;3.06%;1524;Steiermark;0.030671389;0.030671389
Atomfreies Österreich;JUDENBURG;37266;1;1316;;3.53%;1317;Steiermark;0.035340525;0.035340525
Atomfreies Österreich;KNITTELFELD;22484;1;608;;2.70%;609;Steiermark;0.027085928;0.027085928
Atomfreies Österreich;LEIBNITZ;55213;3;2023;;3.66%;2026;Steiermark;0.036694257;0.036694257
Atomfreies Österreich;LEOBEN;55018;0;1841;;3.35%;1841;Steiermark;0.033461776;0.033461776
Atomfreies Österreich;LIEZEN;60439;1;2426;;4.01%;2427;Steiermark;0.040156191;0.040156191
Atomfreies Österreich;MÜRZZUSCHLAG;34216;1;1154;;3.37%;1155;Steiermark;0.033756137;0.033756137
Atomfreies Österreich;MURAU;23623;14;1112;;4.71%;1126;Steiermark;0.047665411;0.047665411
Atomfreies Österreich;RADKERSBURG;18515;2;692;;3.74%;694;Steiermark;0.037483122;0.037483122
Atomfreies Österreich;VOITSBERG;42108;8;1575;;3.74%;1583;Steiermark;0.037593806;0.037593806
Atomfreies Österreich;WEIZ;63068;9;2331;;3.70%;2340;Steiermark;0.03710281;0.03710281
Atomfreies Österreich;INNSBRUCK STADT;79381;0;2939;;3.70%;2939;Tirol;0.037023973;0.037023973
Atomfreies Österreich;IMST;34544;2;846;;2.45%;848;Tirol;0.024548402;0.024548402
Atomfreies Österreich;INNSBRUCK LAND;103742;7;4004;;3.86%;4011;Tirol;0.038663222;0.038663222
Atomfreies Österreich;KITZBÜHEL;40615;2;1370;;3.37%;1372;Tirol;0.033780623;0.033780623
Atomfreies Österreich;KUFSTEIN;61493;4;2247;;3.65%;2251;Tirol;0.036605793;0.036605793
Atomfreies Österreich;LANDECK;28792;3;689;;2.39%;692;Tirol;0.024034454;0.024034454
Atomfreies Österreich;LIENZ;36442;2;1119;;3.07%;1121;Tirol;0.03076121;0.03076121
Atomfreies Österreich;REUTTE;20480;6;790;;3.86%;796;Tirol;0.038867188;0.038867188
Atomfreies Österreich;SCHWAZ;49743;8;1673;;3.36%;1681;Tirol;0.0337937;0.0337937
Atomfreies Österreich;BLUDENZ;39782;5;2065;;5.19%;2070;Vorarlberg;0.052033583;0.052033583
Atomfreies Österreich;BREGENZ;75969;51;2626;;3.46%;2677;Vorarlberg;0.035238058;0.035238058
Atomfreies Österreich;DORNBIRN;47473;0;2082;;4.39%;2082;Vorarlberg;0.043856508;0.043856508
Atomfreies Österreich;FELDKIRCH;58862;9;2539;;4.31%;2548;Vorarlberg;0.04328769;0.04328769
Atomfreies Österreich;INNERE STADT;13814;0;639;;4.63%;639;Wien;0.04625742;0.04625742
Atomfreies Österreich;LEOPOLDSTADT;56645;0;3179;;5.61%;3179;Wien;0.056121458;0.056121458
Atomfreies Österreich;LANDSTRASSE;56928;1;3048;;5.35%;3049;Wien;0.053558881;0.053558881
Atomfreies Österreich;WIEDEN;21496;1;1022;;4.75%;1023;Wien;0.047590249;0.047590249
Atomfreies Österreich;MARGARETEN;33299;1;1575;;4.73%;1576;Wien;0.047328749;0.047328749
Atomfreies Österreich;MARIAHILF;20135;0;914;;4.54%;914;Wien;0.045393593;0.045393593
Atomfreies Österreich;NEUBAU;19847;0;845;;4.26%;845;Wien;0.042575704;0.042575704
Atomfreies Österreich;JOSEFSTADT;16304;0;852;;5.23%;852;Wien;0.052257115;0.052257115
Atomfreies Österreich;ALSERGRUND;28137;0;1361;;4.84%;1361;Wien;0.048370473;0.048370473
Atomfreies Österreich;FAVORITEN;107389;0;5917;;5.51%;5917;Wien;0.055098753;0.055098753
Atomfreies Österreich;SIMMERING;51433;0;2663;;5.18%;2663;Wien;0.051776097;0.051776097
Atomfreies Österreich;MEIDLING;56255;0;3205;;5.70%;3205;Wien;0.056972714;0.056972714
Atomfreies Österreich;HIETZING;41803;0;2443;;5.84%;2443;Wien;0.058440782;0.058440782
Atomfreies Österreich;PENZING;58947;0;3255;;5.52%;3255;Wien;0.055219095;0.055219095
Atomfreies Österreich;RUDOLFSHEIM-FÜNFHAUS;40550;0;2262;;5.58%;2262;Wien;0.055782984;0.055782984
Atomfreies Österreich;OTTAKRING;56294;0;3311;;5.88%;3311;Wien;0.058816215;0.058816215
Atomfreies Österreich;HERNALS;31867;0;1898;;5.96%;1898;Wien;0.059560046;0.059560046
Atomfreies Österreich;WÄHRING;32875;0;2063;;6.28%;2063;Wien;0.062752852;0.062752852
Atomfreies Österreich;DÖBLING;49720;0;2716;;5.46%;2716;Wien;0.054625905;0.054625905
Atomfreies Österreich;BRIGITTENAU;48011;0;3011;;6.27%;3011;Wien;0.062714795;0.062714795
Atomfreies Österreich;FLORIDSDORF;95241;1;5413;;5.68%;5414;Wien;0.056845266;0.056845266
Atomfreies Österreich;DONAUSTADT;94048;0;4821;;5.13%;4821;Wien;0.051261058;0.051261058
Atomfreies Österreich;LIESING;61737;0;3231;;5.23%;3231;Wien;0.052334905;0.052334905
Schilling-Volksabstimmung;FREISTADT EISENSTADT;8525;0;300;;3.52%;300;Burgenland;0.035190616;0.035190616
Schilling-Volksabstimmung;FREISTADT RUST;1362;0;65;;4.77%;65;Burgenland;0.047723935;0.047723935
Schilling-Volksabstimmung;EISENSTADT UMGEBUNG;28720;3;938;;3.27%;941;Burgenland;0.032764624;0.032764624
Schilling-Volksabstimmung;GÜSSING ;21472;3;532;;2.48%;535;Burgenland;0.02491617;0.02491617
Schilling-Volksabstimmung;JENNERSDORF;13960;1;499;;3.57%;500;Burgenland;0.035816619;0.035816619
Schilling-Volksabstimmung;MATTERSBURG;27461;1;778;;2.83%;779;Burgenland;0.028367503;0.028367503
Schilling-Volksabstimmung;NEUSIEDL AM SEE;39225;3;1377;;3.51%;1380;Burgenland;0.035181644;0.035181644
Schilling-Volksabstimmung;OBERPULLENDORF;30257;5;808;;2.67%;813;Burgenland;0.026869815;0.026869815
Schilling-Volksabstimmung;OBERWART;41275;4;1000;;2.42%;1004;Burgenland;0.024324652;0.024324652
Schilling-Volksabstimmung;KLAGENFURT STADT;67509;0;3626;;5.37%;3626;Kärnten;0.053711357;0.053711357
Schilling-Volksabstimmung;VILLACH STADT ;41727;0;1934;;4.63%;1934;Kärnten;0.046348887;0.046348887
Schilling-Volksabstimmung;FELDKIRCHEN ;21777;1;1492;;6.85%;1493;Kärnten;0.068558571;0.068558571
Schilling-Volksabstimmung;HERMAGOR;14933;0;816;;5.46%;816;Kärnten;0.054644077;0.054644077
Schilling-Volksabstimmung;KLAGENFURT LAND ;41677;2;2044;;4.90%;2046;Kärnten;0.049091825;0.049091825
Schilling-Volksabstimmung;SANKT VEIT AN DER GLAN;44056;0;2731;;6.20%;2731;Kärnten;0.061989286;0.061989286
Schilling-Volksabstimmung;SPITTAL AN DER DRAU;59802;7;3307;;5.53%;3314;Kärnten;0.055416207;0.055416207
Schilling-Volksabstimmung;VILLACH LAND;47759;5;2333;;4.88%;2338;Kärnten;0.048954124;0.048954124
Schilling-Volksabstimmung;VÖLKERMARKT;32715;0;1412;;4.32%;1412;Kärnten;0.04316063;0.04316063
Schilling-Volksabstimmung;WOLFSBERG ;42351;1;1966;;4.64%;1967;Kärnten;0.046445184;0.046445184
Schilling-Volksabstimmung;KREMS AN DER DONAU STADT ;17857;0;912;;5.11%;912;Niederösterreich;0.051072409;0.051072409
Schilling-Volksabstimmung;SANKT PÖLTEN STADT;36438;0;1290;;3.54%;1290;Niederösterreich;0.035402602;0.035402602
Schilling-Volksabstimmung;WAIDHOFEN AN DER YBBS ;8576;0;297;;3.46%;297;Niederösterreich;0.03463153;0.03463153
Schilling-Volksabstimmung;WR. NEUSTADT STADT;27295;0;1176;;4.31%;1176;Niederösterreich;0.043084814;0.043084814
Schilling-Volksabstimmung;AMSTETTEN;78449;1;2747;;3.50%;2748;Niederösterreich;0.035029127;0.035029127
Schilling-Volksabstimmung;BADEN;85979;1;3601;;4.19%;3602;Niederösterreich;0.041893951;0.041893951
Schilling-Volksabstimmung;BRUCK AN DER LEITHA ;29405;2;1092;;3.71%;1094;Niederösterreich;0.037204557;0.037204557
Schilling-Volksabstimmung;GÄNSERNDORF;63203;5;2498;;3.95%;2503;Niederösterreich;0.039602551;0.039602551
Schilling-Volksabstimmung;GMÜND ;31510;3;1357;;4.31%;1360;Niederösterreich;0.043160901;0.043160901
Schilling-Volksabstimmung;HOLLABRUNN ;37960;1;1425;;3.75%;1426;Niederösterreich;0.037565859;0.037565859
Schilling-Volksabstimmung;HORN;24725;3;912;;3.69%;915;Niederösterreich;0.037007078;0.037007078
Schilling-Volksabstimmung;KORNEUBURG ;48663;1;1857;;3.82%;1858;Niederösterreich;0.038180959;0.038180959
Schilling-Volksabstimmung;KREMS AN DER DONAU LAND;40581;0;1641;;4.04%;1641;Niederösterreich;0.040437643;0.040437643
Schilling-Volksabstimmung;LILIENFELD ;20208;1;869;;4.30%;870;Niederösterreich;0.043052257;0.043052257
Schilling-Volksabstimmung;MELK ;54967;4;2202;;4.01%;2206;Niederösterreich;0.040133171;0.040133171
Schilling-Volksabstimmung;MISTELBACH ;54942;0;1732;;3.15%;1732;Niederösterreich;0.031524153;0.031524153
Schilling-Volksabstimmung;MÖDLING ;75714;3;3589;;4.74%;3592;Niederösterreich;0.047441688;0.047441688
Schilling-Volksabstimmung;NEUNKIRCHEN ;63750;2;2357;;3.70%;2359;Niederösterreich;0.037003922;0.037003922
Schilling-Volksabstimmung;SANKT PÖLTEN LAND;66269;11;3060;;4.62%;3071;Niederösterreich;0.046341427;0.046341427
Schilling-Volksabstimmung;SCHEIBBS;29849;0;874;;2.93%;874;Niederösterreich;0.029280713;0.029280713
Schilling-Volksabstimmung;TULLN;45265;29;1798;;3.97%;1827;Niederösterreich;0.040362311;0.040362311
Schilling-Volksabstimmung;WAIDHOFEN AN DER THAYA;21906;0;921;;4.20%;921;Niederösterreich;0.042043276;0.042043276
Schilling-Volksabstimmung;WR. NEUSTADT LAND;50737;7;1864;;3.67%;1871;Niederösterreich;0.036876441;0.036876441
Schilling-Volksabstimmung;WIEN UMGEBUNG;72009;2;2877;;4.00%;2879;Niederösterreich;0.039981113;0.039981113
Schilling-Volksabstimmung;ZWETTL;34549;69;1308;;3.79%;1377;Niederösterreich;0.039856436;0.039856436
Schilling-Volksabstimmung;LINZ STADT;135551;2;6043;;4.46%;6045;Oberösterreich;0.044595761;0.044595761
Schilling-Volksabstimmung;STEYR STADT ;28615;0;1124;;3.93%;1124;Oberösterreich;0.039280098;0.039280098
Schilling-Volksabstimmung;WELS STADT;38296;1;1750;;4.57%;1751;Oberösterreich;0.045722791;0.045722791
Schilling-Volksabstimmung;BRAUNAU AM INN;66514;9;3591;;5.40%;3600;Oberösterreich;0.054123944;0.054123944
Schilling-Volksabstimmung;EFERDING;21697;0;867;;4.00%;867;Oberösterreich;0.039959441;0.039959441
Schilling-Volksabstimmung;FREISTADT;44876;4;1647;;3.67%;1651;Oberösterreich;0.036790267;0.036790267
Schilling-Volksabstimmung;GMUNDEN ;70579;1;3342;;4.74%;3343;Oberösterreich;0.047365364;0.047365364
Schilling-Volksabstimmung;GRIESKIRCHEN ;43684;2;2651;;6.07%;2653;Oberösterreich;0.060731618;0.060731618
Schilling-Volksabstimmung;KIRCHDORF AN DER KREMS;38153;0;2098;;5.50%;2098;Oberösterreich;0.054989123;0.054989123
Schilling-Volksabstimmung;LINZ LAND;89265;1;3184;;3.57%;3185;Oberösterreich;0.035680278;0.035680278
Schilling-Volksabstimmung;PERG;44079;5;1540;;3.49%;1545;Oberösterreich;0.035050704;0.035050704
Schilling-Volksabstimmung;RIED IM INNKREIS;40935;2;2908;;7.10%;2910;Oberösterreich;0.071088311;0.071088311
Schilling-Volksabstimmung;ROHRBACH ;40652;0;1227;;3.02%;1227;Oberösterreich;0.030183017;0.030183017
Schilling-Volksabstimmung;SCHÄRDING ;40200;3;2264;;5.63%;2267;Oberösterreich;0.056393035;0.056393035
Schilling-Volksabstimmung;STEYR LAND;41125;1;1772;;4.31%;1773;Oberösterreich;0.043112462;0.043112462
Schilling-Volksabstimmung;URFAHR UMGEBUNG;54131;0;1976;;3.65%;1976;Oberösterreich;0.036504037;0.036504037
Schilling-Volksabstimmung;VÖCKLABRUCK;87935;8;4320;;4.91%;4328;Oberösterreich;0.049218173;0.049218173
Schilling-Volksabstimmung;WELS LAND;43411;0;2246;;5.17%;2246;Oberösterreich;0.051738039;0.051738039
Schilling-Volksabstimmung;SALZBURG STADT;97180;1;5103;;5.25%;5104;Salzburg;0.052521095;0.052521095
Schilling-Volksabstimmung;HALLEIN;35862;0;1102;;3.07%;1102;Salzburg;0.030728905;0.030728905
Schilling-Volksabstimmung;SALZBURG UMGEBUNG;89955;3;3052;;3.39%;3055;Salzburg;0.033961425;0.033961425
Schilling-Volksabstimmung;SANKT JOHANN IM PONGAU ;51350;0;1394;;2.71%;1394;Salzburg;0.02714703;0.02714703
Schilling-Volksabstimmung;TAMSWEG ;15300;1;588;;3.84%;589;Salzburg;0.038496732;0.038496732
Schilling-Volksabstimmung;ZELL AM SEE ;56508;3;1562;;2.76%;1565;Salzburg;0.027695194;0.027695194
Schilling-Volksabstimmung;GRAZ STADT;175794;0;11598;;6.60%;11598;Steiermark;0.065974948;0.065974948
Schilling-Volksabstimmung;BRUCK AN DER MUR;50861;2;1855;;3.65%;1857;Steiermark;0.036511276;0.036511276
Schilling-Volksabstimmung;DEUTSCHLANDSBERG;46641;5;1493;;3.20%;1498;Steiermark;0.032117665;0.032117665
Schilling-Volksabstimmung;FELDBACH;50049;2;1537;;3.07%;1539;Steiermark;0.030749865;0.030749865
Schilling-Volksabstimmung;FÜRSTENFELD ;17377;3;736;;4.24%;739;Steiermark;0.042527479;0.042527479
Schilling-Volksabstimmung;GRAZ UMGEBUNG ;94584;8;3300;;3.49%;3308;Steiermark;0.034974203;0.034974203
Schilling-Volksabstimmung;HARTBERG ;49688;6;1358;;2.73%;1364;Steiermark;0.027451296;0.027451296
Schilling-Volksabstimmung;JUDENBURG;37266;1;1408;;3.78%;1409;Steiermark;0.037809263;0.037809263
Schilling-Volksabstimmung;KNITTELFELD;22484;1;659;;2.93%;660;Steiermark;0.029354207;0.029354207
Schilling-Volksabstimmung;LEIBNITZ;55213;4;1983;;3.59%;1987;Steiermark;0.035987901;0.035987901
Schilling-Volksabstimmung;LEOBEN;55018;0;2000;;3.64%;2000;Steiermark;0.036351739;0.036351739
Schilling-Volksabstimmung;LIEZEN ;60439;5;2310;;3.82%;2315;Steiermark;0.038303082;0.038303082
Schilling-Volksabstimmung;MÜRZZUSCHLAG ;34216;1;1277;;3.73%;1278;Steiermark;0.037350947;0.037350947
Schilling-Volksabstimmung;MURAU ;23623;12;1071;;4.53%;1083;Steiermark;0.045845151;0.045845151
Schilling-Volksabstimmung;RADKERSBURG;18515;1;673;;3.63%;674;Steiermark;0.036402917;0.036402917
Schilling-Volksabstimmung;VOITSBERG;42108;5;1678;;3.98%;1683;Steiermark;0.039968652;0.039968652
Schilling-Volksabstimmung;WEIZ ;63068;11;2080;;3.30%;2091;Steiermark;0.03315469;0.03315469
Schilling-Volksabstimmung;INNSBRUCK STADT ;79381;0;3615;;4.55%;3615;Tirol;0.045539865;0.045539865
Schilling-Volksabstimmung;IMST ;34544;4;825;;2.39%;829;Tirol;0.023998379;0.023998379
Schilling-Volksabstimmung;INNSBRUCK LAND;103742;7;4112;;3.96%;4119;Tirol;0.039704266;0.039704266
Schilling-Volksabstimmung;KITZBÜHEL;40615;0;1412;;3.48%;1412;Tirol;0.034765481;0.034765481
Schilling-Volksabstimmung;KUFSTEIN ;61493;2;2257;;3.67%;2259;Tirol;0.036735889;0.036735889
Schilling-Volksabstimmung;LANDECK ;28792;3;575;;2.00%;578;Tirol;0.020075021;0.020075021
Schilling-Volksabstimmung;LIENZ ;36442;2;1062;;2.91%;1064;Tirol;0.02919708;0.02919708
Schilling-Volksabstimmung;REUTTE;20480;4;753;;3.68%;757;Tirol;0.036962891;0.036962891
Schilling-Volksabstimmung;SCHWAZ;49743;7;1639;;3.29%;1646;Tirol;0.033090083;0.033090083
Schilling-Volksabstimmung;BLUDENZ;39782;3;1845;;4.64%;1848;Vorarlberg;0.04645317;0.04645317
Schilling-Volksabstimmung;BREGENZ;75969;40;2327;;3.06%;2367;Vorarlberg;0.031157446;0.031157446
Schilling-Volksabstimmung;DORNBIRN ;47473;0;2159;;4.55%;2159;Vorarlberg;0.045478483;0.045478483
Schilling-Volksabstimmung;FELDKIRCH ;58862;6;2330;;3.96%;2336;Vorarlberg;0.039686045;0.039686045
Schilling-Volksabstimmung;INNERE STADT;13814;0;669;;4.84%;669;Wien;0.04842913;0.04842913
Schilling-Volksabstimmung;LEOPOLDSTADT ;56645;0;3493;;6.17%;3493;Wien;0.061664754;0.061664754
Schilling-Volksabstimmung;LANDSTRASSE;56928;2;3287;;5.77%;3289;Wien;0.057774733;0.057774733
Schilling-Volksabstimmung;WIEDEN;21496;0;1078;;5.01%;1078;Wien;0.050148865;0.050148865
Schilling-Volksabstimmung;MARGARETEN;33299;2;1795;;5.39%;1797;Wien;0.053965585;0.053965585
Schilling-Volksabstimmung;MARIAHILF ;20135;0;1017;;5.05%;1017;Wien;0.050509064;0.050509064
Schilling-Volksabstimmung;NEUBAU ;19847;0;939;;4.73%;939;Wien;0.047311936;0.047311936
Schilling-Volksabstimmung;JOSEFSTADT;16304;0;835;;5.12%;835;Wien;0.051214426;0.051214426
Schilling-Volksabstimmung;ALSERGRUND;28137;0;1412;;5.02%;1412;Wien;0.050183033;0.050183033
Schilling-Volksabstimmung;FAVORITEN;107389;0;6415;;5.97%;6415;Wien;0.0597361;0.0597361
Schilling-Volksabstimmung;SIMMERING;51433;0;2875;;5.59%;2875;Wien;0.055897964;0.055897964
Schilling-Volksabstimmung;MEIDLING ;56255;0;3283;;5.84%;3283;Wien;0.058359257;0.058359257
Schilling-Volksabstimmung;HIETZING;41803;0;2453;;5.87%;2453;Wien;0.058679999;0.058679999
Schilling-Volksabstimmung;PENZING;58947;0;3358;;5.70%;3358;Wien;0.056966427;0.056966427
Schilling-Volksabstimmung;RUDOLFSHEIM-FÜNFHAUS;40550;0;2398;;5.91%;2398;Wien;0.059136868;0.059136868
Schilling-Volksabstimmung;OTTAKRING ;56294;2;3472;;6.17%;3474;Wien;0.061711728;0.061711728
Schilling-Volksabstimmung;HERNALS ;31867;0;1978;;6.21%;1978;Wien;0.06207048;0.06207048
Schilling-Volksabstimmung;WÄHRING ;32875;0;2000;;6.08%;2000;Wien;0.060836502;0.060836502
Schilling-Volksabstimmung;DÖBLING;49720;0;2808;;5.65%;2808;Wien;0.056476267;0.056476267
Schilling-Volksabstimmung;BRIGITTENAU;48011;0;3197;;6.66%;3197;Wien;0.066588907;0.066588907
Schilling-Volksabstimmung;FLORIDSDORF ;95241;0;5521;;5.80%;5521;Wien;0.057968732;0.057968732
Schilling-Volksabstimmung;DONAUSTADT ;94048;1;4863;;5.17%;4864;Wien;0.051718272;0.051718272
Schilling-Volksabstimmung;LIESING ;61737;0;3311;;5.36%;3311;Wien;0.053630724;0.053630724
Gentechnik-Volksbegehren;FREISTADT EISENSTADT;8596;0;1908;;;;Burgenland;0.221963704;0.221963704
Gentechnik-Volksbegehren;FREISTADT RUST;1377;0;322;;;;Burgenland;0.233841685;0.233841685
Gentechnik-Volksbegehren;EISENSTADT UMGEBUNG;28780;8;6948;;;;Burgenland;0.241695622;0.241695622
Gentechnik-Volksbegehren;GÜSSING;21691;6;3931;;;;Burgenland;0.18150385;0.18150385
Gentechnik-Volksbegehren;JENNERSDORF;14024;2;2376;;;;Burgenland;0.169566458;0.169566458
Gentechnik-Volksbegehren;MATTERSBURG;27574;2;6984;;;;Burgenland;0.253354609;0.253354609
Gentechnik-Volksbegehren;NEUSIEDL AM SEE;39441;7;8075;;;;Burgenland;0.204913669;0.204913669
Gentechnik-Volksbegehren;OBERPULLENDORF;30536;0;7045;;;;Burgenland;0.230711292;0.230711292
