ID 1,Name,weitere Bezeichnung,Datum,Jahr,Originaleintrag
947,VEREINTE GRÜNE BÜRGERLISTE,"Abkürzung ""VGB""",23.03.1987,1987,"947 ""VEREINTE GRÜNE BÜRGERLISTE"", Abkürzung ""VGB"" 23.03.1987"
948,Vereinte Grüne Österreichs - Landesgruppe Kärnten,"abgekürzt ""VGÖ-Kärnten""",31.01.1984,1984,"948 ""Vereinte Grüne Österreichs - Landesgruppe Kärnten"", abgekürzt ""VGÖ-Kärnten"" 31.01.1984"
949,Vereinte Grüne Österreichs - Landesverband Burgenland,"abgekürzt ""VGÖ-Burgenland""",31.01.1984,1984,"949 ""Vereinte Grüne Österreichs - Landesverband Burgenland"", abgekürzt ""VGÖ-Burgenland"" 31.01.1984"
950,VEREINTE GRÜNE ÖSTERREICHS - Landesverband Steiermark,"Kurzbezeichnung ""VGÖ-Stmk.""",06.03.1987,1987,"950 ""VEREINTE GRÜNE ÖSTERREICHS - Landesverband Steiermark"", Kurzbezeichnung ""VGÖ-Stmk."" 06.03.1987"
951,Vereinte Grüne Österreichs - Liste Tollmann,"abgekürzt ""VGÖ - Liste Tollmann""",08.02.1983,1983,"951 ""Vereinte Grüne Österreichs - Liste Tollmann"", abgekürzt ""VGÖ - Liste Tollmann"" 08.02.1983"
952,Vereinte Grüne Österreichs,"abgekürzt ""VGÖ""",09.03.1982,1982,"952 ""Vereinte Grüne Österreichs"", abgekürzt ""VGÖ"" 09.03.1982"
953,Vereinte Grüne Österreichs/Landesverband Oberösterreich,(VGOÖ),13.01.1984,1984,"953 ""Vereinte Grüne Österreichs/Landesverband Oberösterreich"" (VGOÖ) 13.01.1984"
954,Vereinte Grüne Österreichs/Landesverband Vorarlberg,"abgekürzt ""VGÖ-Vorarlberg""",09.12.1985,1985,"954 ""Vereinte Grüne Österreichs/Landesverband Vorarlberg"", abgekürzt ""VGÖ-Vorarlberg"" 09.12.1985"
955,Vereinte Grüne Österreichs-Landesgruppe Tirol (VGÖ-Tirol),,02.11.1989,1989,"955 ""Vereinte Grüne Österreichs-Landesgruppe Tirol (VGÖ-Tirol)"" 02.11.1989"
956,VEREINTE GRÜNE ÖSTERREICHS-Landesverband Salzburg,(Kurzbezeichnung: VGÖ/SBG.),18.01.1984,1984,"956 ""VEREINTE GRÜNE ÖSTERREICHS-Landesverband Salzburg"" (Kurzbezeichnung: VGÖ/SBG.) 18.01.1984"
957,VEREINTE GRÜNE ÖSTERREICHS-Landesverband Steiermark,"Kurzbezeichnung ""VGÖ-Stmk""",06.06.1991,1991,"957 ""VEREINTE GRÜNE ÖSTERREICHS-Landesverband Steiermark"", Kurzbezeichnung ""VGÖ-Stmk"" 06.06.1991"
958,VEREINTE GRÜNE ÖSTERREICHS-Stadtgruppe-GRAZ,"Kurzbezeichnung ""VGÖ-GRAZ""",19.04.1991,1991,"958 ""VEREINTE GRÜNE ÖSTERREICHS-Stadtgruppe-GRAZ"", Kurzbezeichnung ""VGÖ-GRAZ"" 19.04.1991"
959,VEREINTE GRÜNE UND ALTERNATIVE ÖSTERREICHS (VGAÖ),,19.11.1982,1982,"959 ""VEREINTE GRÜNE UND ALTERNATIVE ÖSTERREICHS (VGAÖ)"" 19.11.1982"
960,VEREINTE GRÜNE,"abgekürzt ""VGR""",02.05.1983,1983,"960 ""VEREINTE GRÜNE"", abgekürzt ""VGR"" 02.05.1983"
961,Vereinte Österreichische Pensionisten,"Kurzbezeichnung ""V-Ö-P""",21.08.1989,1989,"961 ""Vereinte Österreichische Pensionisten"", Kurzbezeichnung ""V-Ö-P"" 21.08.1989"
962,Verkehrs- und Umweltforum Wolkersdorf,,12.03.1991,1991,"962 ""Verkehrs- und Umweltforum Wolkersdorf"" 12.03.1991"
963,Vernünftig-Soziale-Volkspartei Österreichs,"abgekürzt ""VSVPÖ""",23.08.1988,1988,"963 ""Vernünftig-Soziale-Volkspartei Österreichs"", abgekürzt ""VSVPÖ"" 23.08.1988"
964,Villacher Liste Thaler - Für Villach,,11.04.1991,1991,"964 ""Villacher Liste Thaler - Für Villach"" 11.04.1991"
965,Violette Partei Österreichs (VPÖ),,24.07.2006,2006,"965 ""Violette Partei Österreichs (VPÖ)"" 24.07.2006"
966,Visionär Integrale Partei,,16.03.2006,2006,"966 ""Visionär Integrale Partei"" 16.03.2006"
967,VOKSSOZIALISTISCHE FREIHEITS-BEWEGUNG (VFB),,17.09.1981,1981,"967 ""VOKSSOZIALISTISCHE FREIHEITS-BEWEGUNG (VFB)"" 17.09.1981"
968,Völkisch-Sozialer Aufbruch Europas,V.S.A.E.,11.11.1986,1986,"968 ""Völkisch-Sozialer Aufbruch Europas"" V.S.A.E. 11.11.1986"
969,Volksbewegung,,11.12.1981,1981,"969 ""Volksbewegung"" 11.12.1981"
970,VOLKSPARLAMENT,,21.04.1995,1995,"970 ""VOLKSPARLAMENT"" 21.04.1995"
971,VOLKSPOLITIKER,,28.12.1990,1990,"971 ""VOLKSPOLITIKER"" 28.12.1990"
972,VOLKSPOLITISCHE BEWEGUNG,(VPB),28.12.1990,1990,"972 ""VOLKSPOLITISCHE BEWEGUNG"" (VPB) 28.12.1990"
973,VOLKSPOLITISCHE PARTEI ÖSTERREICHS,(VPÖ),28.12.1990,1990,"973 ""VOLKSPOLITISCHE PARTEI ÖSTERREICHS"" (VPÖ) 28.12.1990"
974,Volksrepublikaner,,17.04.1990,1990,"974 ""Volksrepublikaner"" 17.04.1990"
975,Volkssozialisten Österreichs,"abgekürzt ""VS"" bzw ""VS-Ö",22.03.1978,1978,"975 ""Volkssozialisten Österreichs"", abgekürzt ""VS"" bzw ""VS-Ö 22.03.1978"
976,VOLKSSOZIALISTISCHE BEWEGUNG,"abgekürzt ""VSB""",16.05.1979,1979,"976 ""VOLKSSOZIALISTISCHE BEWEGUNG"", abgekürzt ""VSB"" 16.05.1979"
977,Volkssozialistische Partei - VSP,,06.02.1976,1976,"977 ""Volkssozialistische Partei - VSP"" 06.02.1976"
978,Volkstreue Grüne Bewegung,"abgekürzt ""VGB""",17.01.1985,1985,"978 ""Volkstreue Grüne Bewegung"", abgekürzt ""VGB"" 17.01.1985"
979,VOLKSUNION / Wahlpartei der Unabhängigen / Grüne Plattform,,21.12.1981,1981,"979 ""VOLKSUNION / Wahlpartei der Unabhängigen / Grüne Plattform"" 21.12.1981"
980,Vorarlberger Freiheitliche - FPÖ,,15.04.1977,1977,"980 ""Vorarlberger Freiheitliche - FPÖ"" 15.04.1977"
981,Vorarlberger Kulturunion,"Abkürzung ""VKU""",29.11.1977,1977,"981 ""Vorarlberger Kulturunion"", Abkürzung ""VKU"" 29.11.1977"
982,Vorarlbergpartei,,11.04.1994,1994,"982 ""Vorarlbergpartei"" 11.04.1994"
983,vorwärts tirol,,16.01.2013,2013,"983 ""vorwärts tirol"" 16.01.2013"
984,VOX umwelt media - Initiative für brauchbare Umweltinformation,,31.07.1992,1992,"984 ""VOX umwelt media - Initiative für brauchbare Umweltinformation"" 31.07.1992"
985,Wahlgemeinschaft für Bürgerinitiativen und Umweltschutz (WBU) - Grüne Liste,,18.02.1980,1980,"985 ""Wahlgemeinschaft für Bürgerinitiativen und Umweltschutz (WBU) - Grüne Liste"" 18.02.1980"
986,Wahlpartei der Unabhängigen/Die Grüne Union,,28.12.1979,1979,"986 ""Wahlpartei der Unabhängigen/Die Grüne Union"" 28.12.1979"
987,WAHLPLATTFORM DER GRAUEN ÖSTERREICHS (WGÖ),,26.07.1990,1990,"987 ""WAHLPLATTFORM DER GRAUEN ÖSTERREICHS (WGÖ)"" 26.07.1990"
988,Waldviertelpartei,"Abkürzung ""WAP""",19.08.1992,1992,"988 ""Waldviertelpartei"", Abkürzung ""WAP"" 19.08.1992"
989,Waldviertler Heimatliste,"Abkürzung ""WHL""",19.08.1992,1992,"989 ""Waldviertler Heimatliste"", Abkürzung ""WHL"" 19.08.1992"
990,WEEED - das mögliche Österreich,,21.12.2012,2012,"990 ""WEEED - das mögliche Österreich"" 21.12.2012"
991,Weiße,Bewegung überparteilicher Bürgerinitiativen,21.06.1994,1994,"991 ""Weiße"" Bewegung überparteilicher Bürgerinitiativen 21.06.1994"
992,Welser Alternative Grünliste (WAGL),,21.11.1983,1983,"992 ""Welser Alternative Grünliste (WAGL)"" 21.11.1983"
993,Welser Alternative Liste (WAL),,21.11.1983,1983,"993 ""Welser Alternative Liste (WAL)"" 21.11.1983"
994,Westösterreichische Ortsbild- und Landschaftsgestaltungspartei,(WOP),04.10.1978,1978,"994 ""Westösterreichische Ortsbild- und Landschaftsgestaltungspartei"" (WOP) 04.10.1978"
995,Wien anders,,20.03.2015,2015,"995 ""Wien anders"" 20.03.2015"
996,Wien anders,"Kurzbezeichnung ""Andas""",24.03.2015,2015,"996 ""Wien anders"", Kurzbezeichnung ""Andas"" 24.03.2015"
997,Wiener Forum,"in Abkürzung: ""WiF""",18.05.2005,2005,"997 ""Wiener Forum"", in Abkürzung: ""WiF"" 18.05.2005"
998,Wiener Gesellschaft für Touristeninformation,"Kurzbezeichnung ""WGT""",21.08.1989,1989,"998 ""Wiener Gesellschaft für Touristeninformation"", Kurzbezeichnung ""WGT"" 21.08.1989"
999,Wiener Landespartei der Österreichischen Volkspartei,"kurz ""Wiener ÖVP""",29.06.2007,2007,"999 ""Wiener Landespartei der Österreichischen Volkspartei"", kurz ""Wiener ÖVP"" 29.06.2007"
1000,Wir Burgenländer,,26.07.2006,2006,"1000 ""Wir Burgenländer"" 26.07.2006"
1001,WIR FÜR FLORIDSDORF,(WIFF),27.07.2010,2010,"1001 ""WIR FÜR FLORIDSDORF"" (WIFF) 27.07.2010"
1002,WIR Hietzing,,17.08.2015,2015,"1002 ""WIR Hietzing"" 17.08.2015"
1003,Wir im Ersten - Die Stimme der BürgerInnen,,13.11.2009,2009,"1003 ""Wir im Ersten - Die Stimme der BürgerInnen"" 13.11.2009"
1004,Wir im Siebten - Die Stimme der BürgerInnen,,12.04.2012,2012,"1004 ""Wir im Siebten - Die Stimme der BürgerInnen"" 12.04.2012"
1005,Wir in Österreich - Die Stimme der BürgerInnen,,25.10.2011,2011,"1005 ""Wir in Österreich - Die Stimme der BürgerInnen"" 25.10.2011"
1006,Wir in Wien - Die Stimme der BürgerInnen,,25.10.2011,2011,"1006 ""Wir in Wien - Die Stimme der BürgerInnen"" 25.10.2011"
1007,Wir Kärntner,,26.07.2006,2006,"1007 ""Wir Kärntner"" 26.07.2006"
1008,Wir Niederösterreicher,,26.07.2006,2006,"1008 ""Wir Niederösterreicher"" 26.07.2006"
1009,Wir Oberösterreicher,,26.07.2006,2006,"1009 ""Wir Oberösterreicher"" 26.07.2006"
1010,Wir Österreicher,,26.07.2006,2006,"1010 ""Wir Österreicher"" 26.07.2006"
1011,Wir Salzburger,,26.07.2006,2006,"1011 ""Wir Salzburger"" 26.07.2006"
1012,Wir Steirer,,26.07.2006,2006,"1012 ""Wir Steirer"" 26.07.2006"
1013,Wir Tiroler,,26.07.2006,2006,"1013 ""Wir Tiroler"" 26.07.2006"
1014,Wir Vorarlberger,,26.07.2006,2006,"1014 ""Wir Vorarlberger"" 26.07.2006"
1015,Wir Wiener,,26.07.2006,2006,"1015 ""Wir Wiener"" 26.07.2006"
1016,WIR WIR-Gruppen Wende zum Inneren Reichtum,,28.07.1994,1994,"1016 ""WIR WIR-Gruppen Wende zum Inneren Reichtum"" 28.07.1994"
1017,WIR,,10.07.2008,2008,"1017 ""WIR"" 10.07.2008"
1018,WIR-GEMEINSAM,,20.10.2009,2009,"1018 ""WIR-GEMEINSAM"" 20.10.2009"
1019,Wirtschaftssozialistische Unternehmerpartei,,05.04.2002,2002,"1019 ""Wirtschaftssozialistische Unternehmerpartei"" 05.04.2002"
1020,WPÖ (Weiße Partei Österreichs),,14.12.2011,2011,"1020 ""WPÖ (Weiße Partei Österreichs)"" 14.12.2011"
1021,WUI - Die Grünen,"Kurzbezeichnung ""WUI""",07.04.1993,1993,"1021 ""WUI - Die Grünen"", Kurzbezeichnung ""WUI"" 07.04.1993"
1022,WWW - Bewegung WeltWeiter Wohlstand,,31.12.2014,2014,"1022 ""WWW - Bewegung WeltWeiter Wohlstand"" 31.12.2014"
1023,www.frustig.at,"Kurzbezeichnung ""Frust""",02.11.2010,2010,"1023 ""www.frustig.at"", Kurzbezeichnung ""Frust"" 02.11.2010"
1024,Xenopankratische Partei Österreichs - XPÖ,,13.05.2004,2004,"1024 ""Xenopankratische Partei Österreichs - XPÖ"" 13.05.2004"
1025,Zeitgeist-Global-Österreich,"kurz ""ZPÖ""",01.02.2013,2013,"1025 ""Zeitgeist-Global-Österreich"", kurz ""ZPÖ"" 01.02.2013"
1026,Zentrumpartei Austria,"Abkürzung: ""ZPA"" Kurzbezeichnung: ""die Zentristen""",31.08.2005,2005,"1026 ""Zentrumpartei Austria"", Abkürzung: ""ZPA"", Kurzbezeichnung: ""die Zentristen"" 31.08.2005"
1027,ZUSAMMEN,,27.04.1990,1990,"1027 ""ZUSAMMEN"" 27.04.1990"
