Jahr,Förderung,Medium/Fördernehmer,Verleger,Förderbetrag
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,NEUE Zeitung für Tirol,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"141.652,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Oberösterreichische Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Hainburgerstraße 33 1030 Wien,"141.652,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH & Co KG Bergstraße 12 5020 Salzburg,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstraße 1 6858 Schwarzach","177.065,20"
2007,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"106.239,10"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kurier,Mediaprint Zeitungs- und Zeitschriften- verlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"141.653,60"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kärntner Tageszeitung,Kärntner Druck- und Verlagsges.m.b.H. Viktringer Ring 28 9020 Klagenfurt,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriften- verlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Vorarlberger Tageszeitung,Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach,"141.653,60"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,NEUE Zeitung für Tirol,Schlüsselverlag J.S. Moser GmbH Ing.-Etzel-Straße 30 6020 Innsbruck,"141.653,60"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Oberösterreichische Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Parkring 12a 1015 Wien,"141.653,60"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH Bergstraße 12 5020 Salzburg,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstraße 1 6858 Schwarzach","177.067,20"
2006,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"106.240,40"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Badener Zeitung,Verlag Rudolf M. Rohrer Wassergasse 1 2500 Baden bei Wien,"9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,BF – Die Burgenlandwoche,Sozialdemokratische Partei – Landesdirektion Burgenland Permayerstraße 2 7000 Eisenstadt,"65.182,16"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Braunauer Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau","5.820,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,CITY – Stadtzeitung für Wien,Sportzeitung Verlags-GmbH Linke Wienzeile 40/22 1060 Wien,"42.804,40"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,martinus - Eisenstädter Kirchenzeitung,Diözese Eisenstadt -Pastoralamt St. Rochusstr. 21 7000 Eisenstadt,"77.935,20"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Ennstaler,Wallig GMBH Ennstaler Druckerei und Verlag Mitterbergstraße 36 8962 Gröbming,"9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Falter,Falter Zeitschriftengesellschaft m.b.H. Marc-Aurel-Strasse 9 1010 Wien,"74.937,70"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Format,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"32.700,08"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Die Furche,Die Furche ZeitschriftenbetriebsgesmbH & Co KG Lobkowitzplatz 1 1010 Wien,"79.215,96"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Die ganze Woche,Die ganze Woche Ges.m.b.H. Heiligenstädter Straße 121 1190 Wien,"83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,GLASNIK – Crikvene novine Zeljezanske biskupije,"Diözese Eisenstadt, Kroatische Sektion des Pastoralamtes St. Rochusstraße 21 7000 Eisenstadt","13.276,24"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Hrvatske Novine,Kroatischer Presseverein Hotterweg 54 7000 Eisenstadt,"9.810,02"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kärntner Nachrichten,A.B.C. Werbeagentur Ges.m.b.H. Stauderplatz 5/1 9020 Klagenfurt,"56.080,64"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kirche bunt - St. Pöltner Kirchenzeitung,Kirchenblatt für die Diözese St. Pölten Gutenbergstr. 12 3100 St. Pölten,"66.708,18"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,KirchenBlatt,Diözese Feldkirch Bahnhofstraße 13 6800 Feldkirch,"71.940,18"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kirchenzeitung der Diözese Linz,"Bischöfl. Ordinariat, Pastoralamt Kapuzinerstraße 84 4020 Linz, Donau","83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kitzbüheler Anzeiger,Kitzbüheler Anzeiger Ges.m.b.H. Im Gries 23 6370 Kitzbühel,"9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Landwirtschaftszeitung Oberösterreich,"AGRO Werbung GmbH Harrachstraße 12 4010 Linz, Donau",keine eigenständige Publikation
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Murtaler Zeitung,Murtaler Zeitung GmbH. & Co KG Murtaler Platz 1 8750 Judenburg,"7.760,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Mühlviertler Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau","7.760,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Nedelja – Slowenische Kirchenzeitung der Diözese Gurk,Bischöfliches Seelsorgeamt Viktringer Ring 26 9020 Klagenfurt,"15.488,94"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,BVZ - Burgenländische Volkszeitung,Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H. Gutenbergstraße 12 3100 St. Pölten,"28.056,68"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Freie Zeitung,Freiheitliche Partei Österreichs (FPÖ) Theobaldgasse 19/4 1060 Wien,"51.502,64"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Land,Neues Land Medien GesmbH Reitschulgasse 3 8010 Graz,"83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NEWS,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"66.708,18"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NÖ-Rundschau,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"2.084,62"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H. Gutenbergstraße 12 3100 St. Pölten,"85.020,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NOVICE,Slomedia GesmbH Villacherstraße 127/1 9020 Klagenfurt,"29.184,82"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,OÖ Nachrichten,Aichfelder Zeitungsverlag Wiener Straße 19 8720 Knittelfeld,"9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung - Tiroler Ausgabe,Agrar Media Verlags GmbH Achauer Straße 49a 2333 Leopoldsdorf bei Wien Prologo Werbeagentur GesmbH. Brixnerstr. 1 6020 Innsbruck,wegen Nichterfüllung der Förderungsvoraussetzungen gemäß § 2 Abs 1 Z 1 letzter Satz PresseFG 2004
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung - Landwirtschaftszeitung OÖ,Agrar Media Verlags GmbH Achauer Straße 49a 2333 Leopoldsdorf bei Wien,wegen Nichterfüllung der Förderungsvoraussetzungen gemäß § 2 Abs 1 Z 1 letzter Satz PresseFG 2004
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung,Agrar Media Verlags GmbH Achauer Straße 49a 2333 Leopoldsdorf bei Wien,"83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Osttiroler Bote,"Osttiroler Bote Medienunternehmen Ges.m.b.H. Schweizergasse 26 9900 Lienz, Osttirol","9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Profil,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"50.031,12"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Raiffeisenzeitung,Raiffeisen Media GmbH Friedrich-Wilhelm-Raiffeisen-Platz 1 1020 Wien,"73.575,18"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Rieder Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau","9.700,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Rupertusblatt - Kirchenzeitung der Erzdiözese Salzburg,Ordinariat der Erzdiözese Salzburg Kapitelplatz 2 5020 Salzburg,"76.109,44"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Woche,Verlagshausges.m.b.H. Ing. Ludwig-Pech-Str. 1 5600 St. Johann im Pongau,"83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Salzkammergut Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau",keine Förderung aufgrund der Bestimmung des § 7 Abs. 2 PresseFG 2004
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag,Wiener Domverlag Ges.m.b.H. Spiegelgasse 3/DG 1010 Wien,"77.935,20"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag - Kärntner Kirchenzeitung,Diözese Gurk – Seelsorgeamt Tarviser Straße 30 9020 Klagenfurt,"48.028,24"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sonntagsblatt für Steiermark,"Bischöfliches Ordinariat, Diözese Graz-Seckau Bischofsplatz 4 8010 Graz","85.020,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportwoche,Sportwoche Verlag GmbH. Kaiserstraße 113-115 1070 Wien,"41.692,60"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportzeitung,Sportzeitung Verlags-GmbH Linke Wienzeile 40/19 1060 Wien,keine Förderung aufgrund der Bestimmung des § 7 Abs. 2 PresseFG 2004
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,SPÖ-aktuell,Sozialdemokratische Partei Österreichs Löwelstr. 18 1014 Wien,"49.213,62"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Steyrer Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau","3.880,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck,Diözese Innsbruck Bischöfliches Ordinariat Wilhelm-Greil-Strasse 7 6020 Innsbruck,"82.690,34"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,tv media,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"83.385,22"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Vöcklabrucker Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau","1.940,00"
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Welser Rundschau,"OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz, Donau",keine Förderung aufgrund der Bestimmung des § 7 Abs. 2 PresseFG 2004
2006,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Zur Zeit - Die Wochenzeitung für Österreich,W 3 Verlagsges.m.b.H. Engelsberggasse 4 1030 Wien,"42.918,86"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Format,Verlagsgruppe NEWS GmbH Taborstraße 1-3 1020 Wien,abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 8 in Verbindung mit § 2 Abs.1 Z 2 PresseFG 2004
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Neue Kärntner Tageszeitung,Kärntner Druck- und Verlagsges.m.b.H. Viktringer Ring 28 9020 Klagenfurt,"956.827,60"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Neue Vorarlberger Tageszeitung,Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach,"714.562,40"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,NEUE Zeitung für Tirol,Schlüsselverlag J.S. Moser GmbH Ing.-Etzel-Straße 30 6020 Innsbruck,"850.489,80"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstr. 1-3 4010 Linz,"855.574,40"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Parkring 12a 1015 Wien,"1.000.861,60"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Profil,Verlagsgruppe NEWS GmbH Taborstraße 1-3 1020 Wien,abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 8 in Verbindung mit § 2 Abs.1 Z 2 PresseFG 2004
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"1.000.861,60"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH Bergstraße 12 5020 Salzburg,"625.376,20"
2006,Besondere Förderung zur Erhaltung der regionalen Vielfalt der Tageszeitungen gemäß dem Abschnitt III PresseFG 2004,WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15 1110 Wien,"639.946,40"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG Muthgasse 2 1190 Wien,"8.590,82"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Kärntner Tageszeitung,Kärntner Druck- und VerlagsgmbH Viktringer Ring 28 9020 Klagenfurt,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG Muthgasse 2 1190 Wien,"1.358,32"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Vorarlberger Tageszeitung,Zeitungs- und VerlagsgesmbH Gutenbergstraße 1 6858 Schwarzach,"2.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NEUE Zeitung für Tirol,Schlüsselverlag J.S. Moser GmbH Ing. Etzel-Straße 30 6020 Innsbruck,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neues Volksblatt,OÖ Media Data Vertriebs- und VerlagsgesmbH Hafenstraße 1-3 4010 Linz,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Oberösterreichische Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH Bergstraße 12 5020 Salzburg,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstr. 1 6858 Schwarzach","2.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Braunauer Rundschau,OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG Hafenstraße 1-3 4010 Linz,"3.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kirchenzeitung der Diözese Linz,"Bischöfliches Ordinariat, Pastoralamt Kapuzinerstraße 84 4020 Linz","18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),BVZ - Burgenländische Volkszeitung,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NEWS,Verlagsgruppe News GmbH Taborstraße 1-3 1020 Wien,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Rieder Rundschau,OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG Hafenstraße 1-3 4010 Linz,"3.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzburger Woche,Verlagshausges.m.b.H. Ing. Ludwig-Pech-Str. 1 5600 St. Johann im Pongau,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzkammergut Rundschau,OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz,"15.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Steyrer Rundschau,OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz,"3.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),tv media,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"1.459,40"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Vöcklabrucker Rundschau,OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz,"3.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Welser Rundschau,OÖ Rundschau Redaktions-Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz,"3.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Friedrich Austerlitz-Institut für JournalistInnenausbildung,Löwelstraße 18 1014 Wien,"21.542,00"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenausbildung",Tivoligasse 73 1120 Wien,"24.684,76"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,GESPU - Gesellschaft für Publizistik und Medienforschung,Seidengasse 15-17 1072 Wien,"40.521,48"
